3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,G,MP,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,all_defensive
0.0,4.9,1.7,-5.2,-0.5,13.5,0.4,0.478,54.0,535.0,-4.7,9.7,0.0,9.1,2.1,25.2,11.5,0.552,14.8,-0.4,0.4,0.034,0
0.008,9.2,1.0,-3.2,-0.9,12.8,0.4,0.387,39.0,365.0,-2.3,17.7,0.1,13.7,2.6,17.7,15.2,0.488,21.4,-0.1,0.5,0.065,0
0.066,30.8,0.2,-7.6,-2.4,9.5,0.2,0.557,45.0,419.0,-5.1,1.3,-0.6,6.9,1.2,26.9,5.6,0.457,23.0,-0.6,-0.4,-0.048,0
0.003,6.9,2.3,-1.7,-0.9,14.4,1.6,0.448,71.0,2161.0,-0.8,8.6,2.4,15.6,1.4,12.2,11.5,0.55,21.8,0.2,4.0,0.08900000000000001,0
0.2,23.1,0.9,-7.1,-0.2,6.8,0.1,0.1,38.0,293.0,-6.9,2.6,-0.5,5.6,3.7,25.5,4.6,0.363,14.7,-0.4,-0.4,-0.069,0
0.027000000000000003,6.4,1.9,0.3,-0.7,9.3,0.3,0.618,40.0,256.0,0.9,9.5,0.6,20.4,2.6,11.4,9.4,0.536,28.6,0.1,0.9,0.17,0
0.444,16.4,1.1,1.0,1.0,10.6,0.2,0.317,37.0,196.0,0.0,4.7,0.2,14.0,3.0,13.3,7.6,0.501,19.0,0.1,0.4,0.08800000000000001,0
0.303,33.6,0.6,0.9,-1.6,7.2,1.0,0.362,76.0,3045.0,2.5,4.0,3.1,18.0,2.6,16.2,5.6,0.513,28.9,2.2,4.1,0.065,0
0.35200000000000004,14.0,0.9,1.8,0.4,8.1,1.8,0.191,82.0,3012.0,1.4,3.6,5.1,16.0,2.7,9.0,5.7,0.523,20.1,2.9,6.9,0.11,0
0.117,15.3,1.3,-2.1,-1.8,19.0,1.7,0.27,82.0,2970.0,-0.3,10.4,0.0,15.5,1.8,13.2,14.4,0.474,25.2,-0.1,1.7,0.027000000000000003,0
0.022,12.1,2.2,-1.8,-2.1,14.2,1.2,0.428,80.0,2802.0,0.3,8.8,1.7,17.4,1.5,13.5,11.5,0.518,27.6,0.2,2.9,0.049,0
0.331,38.1,0.6,0.0,-2.3,6.6,1.2,0.387,67.0,2324.0,2.2,2.8,2.5,16.1,1.5,17.1,4.7,0.519,24.2,1.2,3.7,0.077,0
0.328,13.9,0.3,-0.1,-0.9,11.0,1.5,0.274,82.0,2532.0,0.8,4.7,3.3,14.6,1.6,12.8,7.9,0.541,21.4,1.2,4.9,0.092,0
0.018000000000000002,9.6,5.5,-0.1,0.6,16.7,2.3,0.339,63.0,1897.0,-0.7,7.9,1.4,17.8,1.8,13.0,12.2,0.523,24.3,0.9,3.7,0.095,1
0.62,19.5,0.0,0.1,0.0,6.5,2.1,0.151,82.0,2386.0,0.1,1.0,3.2,12.3,1.8,15.7,3.9,0.585,14.8,1.3,5.3,0.107,0
0.008,4.0,2.4,-3.0,-1.0,16.6,1.7,0.305,77.0,1936.0,-2.0,12.0,1.5,12.5,1.3,12.4,14.2,0.504,14.7,-0.5,3.2,0.079,0
0.0,3.8,4.3,1.0,0.6,24.4,2.5,0.355,68.0,1665.0,0.4,10.7,3.7,17.7,1.3,7.0,17.6,0.603,13.3,1.3,6.2,0.179,0
0.489,15.6,1.0,-3.3,-0.6,8.3,0.2,0.14300000000000002,41.0,681.0,-2.8,3.9,0.0,9.4,2.2,14.9,6.1,0.486,15.5,-0.2,0.2,0.017,0
0.14800000000000002,7.1,0.6,-3.6,-1.4,14.0,1.2,0.311,65.0,1066.0,-2.3,6.5,0.1,10.4,1.4,16.8,10.5,0.534,18.9,-0.4,1.2,0.056,0
0.0,5.3,3.8,-1.8,0.4,18.5,1.8,0.364,71.0,1156.0,-2.2,13.0,1.4,14.1,1.4,13.3,15.7,0.536,14.3,0.1,3.3,0.13699999999999998,0
0.322,13.8,1.6,-0.1,0.1,8.7,1.3,0.393,71.0,1103.0,-0.2,4.9,0.5,14.4,2.3,18.5,6.8,0.544,24.7,0.5,1.8,0.079,1
0.005,6.1,2.5,-6.6,-0.7,12.0,1.7,0.29600000000000004,80.0,1238.0,-5.9,10.9,-1.2,9.5,1.2,18.6,11.4,0.486,23.7,-1.4,0.5,0.02,0
0.096,23.8,0.9,-3.7,0.3,7.0,1.1,0.284,64.0,981.0,-3.9,4.0,-0.8,8.3,2.1,28.4,5.6,0.487,16.7,-0.4,0.3,0.012,0
0.08900000000000001,6.6,1.8,-5.8,-2.3,26.3,0.5,0.4270000000000001,41.0,624.0,-3.5,15.3,-0.3,11.1,1.4,14.3,20.6,0.405,16.2,-0.6,0.2,0.016,0
0.015,3.3,1.9,-4.7,-0.9,15.8,1.0,0.397,57.0,860.0,-3.8,10.6,0.4,10.8,0.7,19.2,13.3,0.57,15.7,-0.6,1.4,0.079,0
0.003,6.9,5.6,-3.7,0.7,22.1,1.9,0.5,72.0,1052.0,-4.4,11.1,-1.0,11.8,1.0,17.0,16.7,0.451,21.7,-0.4,0.9,0.04,0
0.438,18.5,0.5,0.3,-0.6,9.2,0.6,0.199,61.0,867.0,0.9,4.5,1.0,14.2,2.3,19.6,6.9,0.596,18.8,0.5,1.6,0.087,0
0.005,4.9,2.9,-4.4,-0.6,19.6,0.7,0.396,43.0,602.0,-3.9,8.9,-0.2,12.2,1.3,15.1,14.2,0.487,19.7,-0.4,0.5,0.037000000000000005,0
0.0,4.0,1.6,-5.8,-2.4,17.7,0.3,0.414,75.0,949.0,-3.4,13.5,0.4,10.4,0.6,14.2,15.6,0.483,17.2,-0.9,0.7,0.034,0
0.118,36.0,1.0,-0.8,-0.8,12.8,1.9,0.404,69.0,2606.0,0.0,1.5,0.3,15.8,2.4,18.6,6.9,0.494,23.8,0.8,2.2,0.041,0
0.279,20.1,0.4,-2.7,0.2,8.8,1.0,0.458,80.0,921.0,-2.9,3.1,0.0,11.0,2.3,18.4,6.0,0.491,18.8,-0.1,1.1,0.056,0
0.314,29.5,0.0,-3.1,-1.1,8.0,0.3,0.29100000000000004,65.0,684.0,-2.0,2.8,0.4,10.8,1.5,24.2,5.4,0.539,17.1,-0.2,0.7,0.047,0
0.028,4.0,2.6,-4.8,-1.5,19.9,0.4,0.256,57.0,592.0,-3.3,12.8,0.1,11.1,1.3,10.3,16.3,0.442,16.8,-0.4,0.4,0.036000000000000004,0
0.006999999999999999,2.9,4.4,-3.5,-0.9,21.4,0.7,0.51,45.0,458.0,-2.5,10.4,0.1,13.7,0.2,12.6,16.0,0.494,21.1,-0.2,0.8,0.087,0
0.016,9.6,2.4,-3.3,0.3,21.0,0.8,0.484,54.0,525.0,-3.6,16.7,0.3,13.7,2.9,20.9,18.9,0.515,17.6,-0.2,1.1,0.1,0
0.008,3.7,3.6,-6.0,-0.6,20.5,0.5,0.504,70.0,662.0,-5.4,9.0,0.0,8.8,1.2,21.7,14.3,0.517,12.2,-0.7,0.4,0.031,0
0.0,6.9,1.7,-4.5,-0.2,9.6,0.1,0.565,36.0,318.0,-4.3,10.5,0.0,8.5,1.5,22.1,10.0,0.536,14.0,-0.2,0.1,0.018000000000000002,0
0.035,4.0,1.1,-6.5,-2.2,20.0,0.1,0.509,35.0,268.0,-4.3,6.8,0.1,8.9,0.4,15.7,12.9,0.545,13.3,-0.3,0.2,0.031,0
0.0,4.2,1.4,-4.6,-1.1,18.7,0.1,0.224,36.0,251.0,-3.5,11.0,0.1,9.6,1.0,12.4,14.8,0.463,12.2,-0.2,0.2,0.044,0
0.67,22.1,1.0,-6.8,-2.8,8.0,0.1,0.052000000000000005,43.0,236.0,-4.0,1.0,-0.5,5.0,0.7,14.6,4.5,0.378,22.5,-0.3,-0.4,-0.086,0
0.206,11.5,3.8,-4.5,1.9,9.1,0.3,0.206,35.0,192.0,-6.4,5.2,-0.4,6.4,1.9,18.6,7.2,0.431,21.9,-0.1,0.0,-0.006999999999999999,0
0.011,15.2,3.9,-8.8,-0.8,17.5,0.3,0.258,35.0,180.0,-8.0,10.8,-0.5,13.6,0.3,27.2,14.2,0.56,35.7,-0.3,-0.2,-0.048,0
0.298,37.4,0.5,0.1,-2.4,9.3,0.6,0.262,70.0,2865.0,2.5,2.4,3.7,16.7,1.8,17.5,5.8,0.528,23.5,1.6,4.3,0.07200000000000001,0
0.191,13.9,0.7,-0.2,-0.8,8.3,1.3,0.331,82.0,3212.0,0.6,5.1,5.0,14.0,1.4,10.6,6.7,0.551,17.3,1.5,6.3,0.095,0
0.268,19.0,2.1,-1.0,-1.7,7.7,0.4,0.475,72.0,2701.0,0.7,3.7,0.8,14.8,1.5,16.0,5.7,0.525,26.0,0.7,1.2,0.021,0
0.027000000000000003,4.6,3.4,-0.7,-1.0,17.2,2.7,0.383,82.0,2821.0,0.3,12.1,4.1,17.2,1.5,10.3,14.6,0.523,20.6,0.9,6.8,0.116,0
0.003,8.3,1.7,-3.7,-1.2,19.4,2.3,0.341,77.0,2460.0,-2.4,8.2,0.0,13.4,0.9,13.5,13.6,0.506,21.6,-1.0,2.3,0.045,0
0.195,31.5,0.1,-1.8,-1.3,6.5,1.2,0.341,80.0,2481.0,-0.5,2.9,2.0,12.7,1.8,18.4,4.7,0.505,18.5,0.1,3.3,0.064,0
0.005,5.8,3.6,-1.9,-0.5,17.4,2.7,0.276,76.0,2280.0,-1.4,11.6,0.9,15.6,1.2,13.5,14.5,0.516,22.4,0.0,3.6,0.075,0
0.038,10.6,4.4,1.0,0.9,17.0,2.6,0.203,80.0,2293.0,0.1,9.1,1.8,15.8,1.9,12.1,13.1,0.522,17.6,1.7,4.4,0.092,1
0.145,7.3,2.2,-1.4,0.2,13.6,1.8,0.212,65.0,1788.0,-1.6,6.2,0.6,11.8,1.2,14.3,10.0,0.53,18.0,0.3,2.3,0.063,0
0.496,18.8,0.9,2.2,0.5,8.4,1.2,0.229,79.0,1898.0,1.7,2.4,3.7,15.9,2.6,15.4,5.3,0.609,18.3,2.0,4.9,0.124,0
0.14400000000000002,13.8,3.4,6.7,2.9,28.8,3.9,0.422,73.0,1735.0,3.7,9.7,4.5,24.7,1.9,15.2,19.3,0.617,25.5,3.8,8.4,0.233,0
0.018000000000000002,7.6,0.5,-2.9,-1.2,9.8,0.9,0.546,64.0,1470.0,-1.7,6.8,0.7,13.3,1.9,11.5,8.3,0.506,22.4,-0.3,1.6,0.052000000000000005,0
0.004,4.9,1.7,-1.8,0.8,21.8,3.0,0.325,74.0,1655.0,-2.6,8.8,0.8,13.5,1.5,13.5,15.5,0.5329999999999999,19.9,0.1,3.8,0.11,0
0.004,5.1,0.7,-4.8,-1.5,20.8,1.1,0.591,54.0,1104.0,-3.3,11.7,0.7,11.8,1.1,15.2,16.1,0.534,15.5,-0.8,1.8,0.078,0
0.006999999999999999,5.8,2.4,-4.0,-0.9,16.7,1.6,0.461,79.0,1416.0,-3.2,13.2,0.5,12.9,1.7,14.3,14.9,0.482,19.3,-0.7,2.0,0.069,0
0.021,7.0,0.7,-2.9,-0.3,14.3,1.6,0.329,69.0,1219.0,-2.6,7.9,0.1,12.4,1.1,15.8,11.1,0.527,21.0,-0.3,1.7,0.065,0
0.033,6.7,1.8,-5.9,-0.7,18.6,0.8,0.309,72.0,1266.0,-5.2,8.7,0.2,9.4,0.8,15.2,13.2,0.484,14.5,-1.3,1.1,0.041,0
0.004,1.6,7.1,0.6,2.0,16.7,2.2,0.522,75.0,1305.0,-1.4,10.6,1.6,14.0,0.7,16.5,13.8,0.603,12.4,0.9,3.8,0.141,1
0.439,27.4,0.0,-4.3,-2.5,7.0,0.1,0.317,42.0,621.0,-1.8,1.5,0.2,10.4,1.4,22.6,4.2,0.536,20.3,-0.3,0.3,0.021,0
0.217,35.7,1.6,0.1,0.8,11.9,1.5,0.392,79.0,1150.0,-0.7,3.9,0.2,15.0,2.8,21.4,7.8,0.5,23.6,0.6,1.6,0.069,0
0.0,1.8,3.2,-0.6,2.6,14.6,1.8,0.412,69.0,997.0,-3.3,9.8,1.1,12.1,2.6,15.7,12.3,0.595,12.5,0.3,2.9,0.141,0
0.133,15.6,1.1,-4.8,-2.1,9.2,0.1,0.302,62.0,868.0,-2.7,5.9,-0.1,9.9,1.2,17.2,7.6,0.483,17.7,-0.6,0.0,0.0,0
0.418,12.7,0.4,-1.9,-0.9,6.8,0.3,0.14400000000000002,62.0,845.0,-1.0,4.0,0.2,10.8,2.0,11.9,5.4,0.488,19.1,0.0,0.5,0.027000000000000003,0
0.105,5.0,2.6,-3.9,-0.2,19.9,0.8,0.251,64.0,869.0,-3.8,7.3,0.1,10.9,1.4,10.2,13.0,0.456,14.6,-0.4,0.9,0.05,0
0.223,17.4,1.1,0.6,-0.3,5.3,0.4,0.304,44.0,573.0,0.9,7.1,0.1,15.7,2.7,13.6,6.2,0.52,25.8,0.4,0.6,0.047,0
0.0,1.1,7.9,-2.1,0.5,21.3,1.1,0.297,57.0,661.0,-2.6,10.9,0.4,13.2,0.4,10.8,16.2,0.505,16.0,0.0,1.4,0.104,0
0.011,6.9,1.1,-9.3,-2.9,11.1,0.3,0.313,53.0,609.0,-6.3,10.6,-1.1,8.5,0.9,19.9,10.8,0.487,27.5,-1.1,-0.8,-0.062,0
0.29,20.4,0.4,-4.0,0.5,9.8,0.5,0.46,36.0,405.0,-4.5,2.7,-0.7,6.5,2.1,26.3,6.3,0.441,18.3,-0.2,-0.2,-0.021,0
0.098,8.1,1.2,-0.5,0.3,9.6,0.3,0.333,33.0,258.0,-0.8,7.1,0.4,15.0,2.5,9.3,8.3,0.5429999999999999,20.7,0.1,0.7,0.134,0
0.194,11.4,0.6,-5.2,-1.8,14.5,0.3,0.276,60.0,590.0,-3.4,5.4,-0.1,10.5,0.9,14.1,10.0,0.493,21.4,-0.5,0.3,0.021,0
0.153,26.8,0.4,-2.2,-0.4,7.0,0.5,0.552,59.0,571.0,-1.9,2.5,0.2,11.5,1.9,23.7,4.8,0.545,21.4,0.0,0.7,0.057,0
0.006,6.3,1.0,-7.1,-1.1,12.8,0.8,0.42,57.0,545.0,-6.1,10.9,-0.4,7.9,1.2,20.0,11.9,0.474,19.4,-0.7,0.4,0.038,0
0.426,31.6,0.3,-4.3,-0.1,6.3,0.7,0.161,60.0,560.0,-4.2,1.9,-0.5,8.7,2.5,29.1,4.2,0.506,18.8,-0.3,0.2,0.021,0
0.1,28.2,0.0,-2.4,1.6,9.9,0.7,0.49,43.0,389.0,-4.0,2.9,-0.2,10.7,3.7,23.8,6.5,0.473,18.3,0.0,0.5,0.061,1
0.314,20.8,1.1,-4.6,-0.2,6.6,0.3,0.343,41.0,362.0,-4.3,1.7,-0.5,7.8,3.0,22.0,4.1,0.447,19.0,-0.2,-0.3,-0.033,0
0.0,4.6,1.4,-7.5,-2.0,14.8,0.4,0.547,61.0,495.0,-5.5,9.9,-0.6,9.0,1.5,15.9,12.3,0.448,21.8,-0.7,-0.2,-0.018000000000000002,0
0.1,6.5,1.7,-3.0,0.1,15.0,0.5,0.35600000000000004,49.0,372.0,-3.1,10.1,-0.1,9.0,1.5,14.0,12.7,0.4320000000000001,15.5,-0.1,0.4,0.053,0
0.0,3.6,1.7,-5.6,-1.0,13.3,0.3,0.342,53.0,369.0,-4.6,12.3,-0.3,9.8,2.4,15.8,12.8,0.475,19.7,-0.3,0.1,0.012,0
0.0,3.0,2.5,-6.9,-1.5,13.8,0.1,0.195,33.0,151.0,-5.4,8.2,0.0,7.0,0.7,6.3,10.9,0.416,14.0,-0.2,0.1,0.035,0
0.025,22.5,1.7,2.0,-0.1,14.1,1.8,0.48,70.0,2678.0,2.1,5.4,3.7,19.0,2.4,13.5,9.7,0.541,24.9,2.7,5.4,0.097,0
0.19,12.2,0.6,-0.9,-1.5,14.4,2.2,0.354,80.0,2958.0,0.6,6.7,1.1,16.6,2.0,16.1,10.4,0.5379999999999999,29.1,0.8,3.2,0.053,0
0.008,11.6,0.5,-2.2,-1.5,18.4,1.5,0.314,65.0,2348.0,-0.7,8.7,1.3,15.0,1.1,13.5,13.4,0.521,22.8,-0.1,2.8,0.057,0
0.3,33.2,0.6,1.2,0.6,11.9,2.6,0.321,79.0,2668.0,0.6,5.8,1.1,15.1,2.9,20.4,8.7,0.471,19.0,2.0,3.7,0.066,1
0.199,8.7,1.6,-3.4,-2.0,10.9,1.1,0.242,81.0,2556.0,-1.5,5.7,-1.4,11.6,1.4,11.9,8.1,0.472,23.4,-0.9,-0.3,-0.006,0
0.331,9.9,1.4,2.3,1.3,9.5,2.1,0.227,64.0,1981.0,1.0,4.4,2.9,16.3,3.3,8.4,7.0,0.5479999999999999,19.4,2.1,5.0,0.122,1
0.002,2.3,1.8,-3.0,-1.1,18.7,1.8,0.457,78.0,2315.0,-1.9,9.6,2.3,12.1,0.6,14.0,14.1,0.565,15.0,-0.6,4.1,0.084,0
0.277,8.6,3.0,-3.2,-1.6,15.0,1.2,0.253,72.0,2086.0,-1.6,7.6,-0.9,12.5,1.1,10.6,11.3,0.465,22.9,-0.7,0.3,0.006999999999999999,0
0.005,7.4,3.8,-0.2,0.6,19.5,3.4,0.449,80.0,2289.0,-0.8,10.7,1.9,16.5,1.1,14.4,15.2,0.546,22.0,1.0,5.3,0.112,0
0.01,4.1,3.7,-3.7,-1.2,16.1,1.9,0.363,79.0,2044.0,-2.5,10.8,-0.2,14.0,1.0,14.4,13.5,0.502,23.0,-0.9,1.7,0.04,0
0.417,8.6,1.0,0.0,-1.3,8.6,0.8,0.158,78.0,1800.0,1.3,4.3,3.0,14.2,1.3,10.4,6.4,0.596,18.3,0.9,3.8,0.101,0
0.018000000000000002,4.4,1.8,-4.3,-1.4,21.4,1.2,0.39,66.0,1494.0,-3.0,14.7,0.1,11.5,1.1,16.3,18.0,0.49,15.4,-0.9,1.3,0.043,0
0.228,33.3,0.9,0.5,-0.2,10.4,1.5,0.468,81.0,1798.0,0.7,3.9,2.4,15.1,1.9,21.0,7.2,0.55,19.1,1.1,3.8,0.103,0
0.368,30.2,0.5,1.9,0.1,11.0,1.4,0.422,67.0,1462.0,1.8,4.1,2.1,16.9,2.7,19.3,7.5,0.561,20.6,1.4,3.5,0.115,0
0.098,18.6,0.1,-3.3,-2.5,10.2,0.4,0.224,65.0,620.0,-0.8,7.5,0.3,14.2,0.7,14.7,8.9,0.52,25.0,-0.2,0.7,0.055,0
0.041,5.8,3.5,-3.3,-1.1,18.7,0.8,0.429,49.0,1017.0,-2.3,11.7,0.1,14.3,1.1,17.2,15.1,0.542,20.3,-0.3,0.9,0.045,0
0.448,33.8,0.2,-2.2,-0.3,5.9,0.8,0.262,53.0,1021.0,-1.9,1.5,0.5,11.2,2.1,19.6,3.7,0.495,16.7,-0.1,1.2,0.058,0
0.107,15.9,1.4,0.3,1.7,13.5,1.2,0.28,45.0,827.0,-1.4,4.6,0.8,13.3,2.2,11.7,8.8,0.5,17.0,0.5,2.0,0.115,0
0.063,23.1,0.1,-2.4,-1.1,7.8,0.2,0.395,37.0,672.0,-1.4,3.9,0.2,12.9,2.0,17.9,5.8,0.52,20.0,-0.1,0.4,0.032,0
0.016,5.1,2.5,-2.6,-0.1,13.8,1.0,0.465,64.0,1032.0,-2.5,11.0,0.0,11.6,2.0,14.6,12.4,0.481,15.7,-0.2,1.0,0.045,0
0.005,9.9,0.8,-3.1,0.7,15.3,0.9,0.395,62.0,982.0,-3.8,5.0,-0.2,9.2,2.4,18.5,10.0,0.493,13.5,-0.3,0.6,0.03,0
0.04,10.9,1.2,0.2,0.1,10.9,0.6,0.259,63.0,945.0,0.0,5.9,1.4,14.7,1.7,11.6,8.4,0.562,17.4,0.5,2.1,0.106,0
0.434,10.6,0.9,-0.5,-1.3,7.3,0.4,0.252,81.0,1208.0,0.8,5.8,1.6,13.9,1.6,11.1,6.5,0.5589999999999999,20.5,0.4,2.0,0.079,0
0.27,32.8,0.2,-5.0,-1.9,7.1,0.5,0.265,55.0,809.0,-3.2,1.9,-1.2,8.5,2.3,31.5,4.5,0.462,17.0,-0.6,-0.7,-0.039,0
0.015,5.7,3.4,-1.2,-0.3,20.7,0.5,0.341,46.0,587.0,-0.8,10.9,0.8,14.3,0.7,13.7,15.7,0.593,13.3,0.1,1.3,0.107,0
0.06,15.3,0.6,-3.8,1.1,12.6,0.8,0.28600000000000003,41.0,503.0,-4.9,10.2,-0.5,8.4,2.1,21.5,11.4,0.458,17.4,-0.2,0.3,0.032,0
,9.6,0.9,-2.1,-0.8,17.8,0.6,,46.0,527.0,-1.3,14.1,0.6,14.7,1.9,,15.9,,16.6,0.0,1.2,0.111,0
0.303,26.4,0.8,-6.8,-1.4,7.8,0.2,0.328,49.0,552.0,-5.3,2.7,-0.7,6.1,1.7,26.4,5.3,0.43,15.6,-0.7,-0.5,-0.044,0
0.0,6.2,2.6,-5.2,-0.2,13.9,0.4,0.269,53.0,595.0,-5.0,10.6,0.1,9.0,1.8,14.3,12.2,0.477,13.2,-0.5,0.5,0.042,0
0.125,12.4,1.3,-1.6,1.6,10.2,0.9,0.368,60.0,673.0,-3.1,3.1,-0.1,9.6,2.7,22.4,6.9,0.552,15.3,0.1,0.8,0.055,0
0.292,14.2,0.4,-4.8,-1.5,5.6,0.2,0.308,58.0,613.0,-3.2,5.3,-0.2,8.8,1.1,15.0,5.5,0.465,22.5,-0.4,0.0,0.0,0
,9.4,0.9,-4.9,-1.4,18.3,0.8,,59.0,586.0,-3.6,12.1,-0.1,11.0,0.9,,15.2,,19.8,-0.4,0.7,0.058,0
0.0,2.5,7.9,-2.3,2.0,14.5,0.6,0.5770000000000001,55.0,534.0,-4.4,8.3,0.3,10.0,1.0,17.6,11.3,0.539,8.8,0.0,0.8,0.07400000000000001,0
0.194,6.7,2.6,-3.5,-0.9,10.5,0.2,0.659,41.0,395.0,-2.5,5.8,0.0,11.0,1.4,14.0,8.1,0.502,20.7,-0.1,0.2,0.025,0
0.025,11.6,0.7,-2.3,0.7,10.4,0.5,0.322,46.0,424.0,-3.0,4.1,-0.1,11.2,2.4,17.8,7.4,0.5539999999999999,18.4,0.0,0.4,0.049,0
0.207,6.6,0.8,-5.0,-1.4,5.8,0.2,0.405,42.0,340.0,-3.7,5.7,-0.2,8.9,1.6,10.1,5.7,0.449,20.9,-0.3,0.0,0.0,0
0.503,25.8,0.5,-2.2,-3.1,5.4,0.2,0.193,49.0,319.0,0.8,2.9,-0.1,15.5,2.2,18.0,4.1,0.545,35.4,0.0,0.1,0.009000000000000001,0
0.509,25.5,0.6,-5.3,-1.8,7.2,0.2,0.105,38.0,246.0,-3.5,3.4,-0.1,10.5,2.1,18.5,5.3,0.486,25.5,-0.2,0.1,0.022,0
0.171,26.6,1.1,2.9,1.0,9.1,3.3,0.302,82.0,3015.0,1.9,7.2,3.8,17.4,3.2,19.1,8.2,0.531,21.7,3.8,7.1,0.112,0
0.21600000000000005,15.8,0.3,-2.4,-2.2,10.3,1.0,0.317,79.0,2896.0,-0.3,3.9,-0.2,13.2,1.6,13.5,6.8,0.48,26.6,-0.3,0.9,0.014,0
0.34700000000000003,25.4,0.2,-1.1,-1.7,8.0,0.7,0.183,81.0,2700.0,0.6,1.8,2.7,13.6,1.6,11.3,4.8,0.485,19.9,0.6,3.4,0.061,0
0.014,17.1,4.1,4.0,1.1,17.0,3.2,0.342,76.0,2438.0,2.9,13.8,4.6,21.7,1.8,14.7,15.4,0.5589999999999999,23.7,3.6,7.8,0.154,0
0.006,10.6,3.0,-1.2,-1.1,16.3,1.7,0.473,82.0,2560.0,0.0,11.8,2.6,16.1,1.2,13.4,13.9,0.526,20.5,0.5,4.4,0.08199999999999999,0
0.135,15.5,0.7,-1.7,-2.2,9.3,0.8,0.238,79.0,2415.0,0.5,5.9,0.9,14.2,1.1,15.0,7.6,0.5329999999999999,26.2,0.2,1.7,0.034,0
0.232,27.7,0.3,-2.2,-0.6,7.3,1.0,0.159,82.0,2172.0,-1.6,2.4,-1.8,12.0,2.8,16.1,4.8,0.441,23.0,-0.1,-0.8,-0.017,0
0.18,9.8,1.6,-1.4,-0.2,15.4,2.4,0.26,79.0,2022.0,-1.3,7.7,1.7,12.6,1.4,10.6,11.5,0.4920000000000001,18.7,0.3,4.0,0.096,0
0.009000000000000001,8.2,1.0,0.1,-0.4,12.2,1.5,0.29,71.0,1762.0,0.4,13.0,2.4,16.1,2.9,11.9,12.6,0.527,17.5,0.9,3.9,0.107,0
0.015,6.7,3.0,0.1,1.5,16.8,2.8,0.378,79.0,1950.0,-1.5,10.0,1.4,12.2,1.8,13.3,13.3,0.48,11.7,1.0,4.2,0.105,1
0.033,12.9,0.4,-2.4,-1.5,7.6,0.2,0.231,65.0,1604.0,-0.9,6.3,1.0,14.0,2.0,12.3,6.9,0.508,23.4,-0.2,1.2,0.035,0
0.012,5.6,2.6,0.1,0.6,15.8,0.9,0.617,37.0,871.0,-0.5,10.0,1.5,14.3,2.0,12.7,12.9,0.605,11.5,0.5,2.3,0.127,0
0.002,8.4,1.2,-2.1,-1.2,20.9,1.6,0.263,81.0,1773.0,-0.9,17.6,2.1,14.1,1.7,17.2,19.2,0.515,13.1,-0.1,3.6,0.098,0
0.002,4.7,3.3,0.1,0.3,20.3,2.8,0.711,81.0,1732.0,-0.2,13.2,2.3,15.2,1.3,16.1,16.9,0.561,16.8,0.9,5.0,0.139,0
0.014,5.0,0.1,0.9,0.5,6.7,0.8,0.51,49.0,923.0,0.4,10.9,2.0,17.2,3.8,10.7,8.8,0.593,17.9,0.7,2.8,0.146,0
0.16899999999999998,11.4,2.1,-0.6,0.7,10.4,2.1,0.34700000000000003,79.0,1406.0,-1.3,7.4,-0.1,12.9,2.2,17.3,8.9,0.509,23.0,0.5,2.0,0.067,0
0.012,8.9,0.9,-2.4,-1.4,10.7,0.4,0.431,75.0,1321.0,-1.0,9.2,0.7,13.0,2.0,14.9,10.0,0.521,19.0,-0.1,1.1,0.04,0
0.227,25.8,0.4,-0.7,1.3,10.2,1.8,0.276,66.0,1122.0,-2.1,2.6,0.4,13.1,2.7,17.8,6.6,0.506,20.9,0.4,2.2,0.093,0
,7.0,1.2,-0.9,1.8,12.2,1.7,,67.0,1121.0,-2.6,6.4,0.4,11.1,3.1,,9.3,,14.9,0.3,2.1,0.08900000000000001,0
0.0,6.1,0.4,-4.5,-0.1,16.5,0.3,0.366,23.0,367.0,-4.4,8.8,0.1,8.9,1.9,16.6,12.4,0.504,13.2,-0.2,0.4,0.048,0
0.003,1.5,2.9,-6.5,-1.4,16.0,0.9,0.43,74.0,1149.0,-5.2,8.3,-0.7,9.2,1.0,14.0,12.1,0.463,19.4,-1.3,0.2,0.008,0
0.086,14.3,0.6,-3.1,-0.5,11.7,0.7,0.309,77.0,1165.0,-2.6,4.0,-0.1,11.0,2.1,15.1,7.6,0.478,18.7,-0.3,0.6,0.025,0
0.026,11.1,1.3,-2.6,0.2,12.0,0.7,0.299,51.0,767.0,-2.8,6.8,-0.2,10.4,2.4,14.5,9.5,0.461,17.2,-0.1,0.5,0.03,0
0.0,3.2,1.6,-4.2,-1.0,19.6,0.6,0.509,68.0,884.0,-3.2,9.4,0.8,11.3,1.1,17.5,14.5,0.597,12.3,-0.5,1.4,0.078,0
0.08199999999999999,11.5,0.3,-3.9,0.1,8.1,0.6,0.361,70.0,889.0,-3.9,2.6,-0.5,11.4,3.4,15.5,5.3,0.478,20.4,-0.4,0.1,0.005,0
,5.2,2.4,-4.4,0.1,20.1,0.7,,55.0,667.0,-4.6,7.9,0.3,9.6,1.3,,13.8,,12.3,-0.4,0.9,0.066,0
